# 20Msun surface properties as a function of time; 
# Created with notebook "20Msun-surfacedata.ipynb" on 
# NuGrid server http://wendi1.phys.uvic.ca
# Cols:   star_age [yr], log_L [log10 L/Lsun],    log_Teff [log10 T/K],    log_R [log10 R/Rsun],    log_g [log g [cgs]]
9.588914876222854480e+06 5.245723161642414034e+00 3.495959994313748709e+00 3.154200428646337429e+00 -6.830249415755210718e-01
9.588914876222854480e+06 5.245723155986405040e+00 3.495959992899744684e+00 3.154200428646340537e+00 -6.830249415755271780e-01
9.588914876222854480e+06 5.245723157324032826e+00 3.495959993234151852e+00 3.154200428646340537e+00 -6.830249415755271780e-01
9.588914876222854480e+06 5.245723161315449801e+00 3.495959994232013646e+00 3.154200428646325438e+00 -6.830249415754964248e-01
9.588914876222854480e+06 5.245723160415215247e+00 3.495959994006958116e+00 3.154200428646319221e+00 -6.830249415754841014e-01
9.588914876222854480e+06 5.245723152096081421e+00 3.495959991927173327e+00 3.154200428646322329e+00 -6.830249415754902076e-01
9.588914876222854480e+06 5.245723139958217374e+00 3.495959988892701098e+00 3.154200428646334764e+00 -6.830249415755149656e-01
9.588914876222854480e+06 5.245723147301001532e+00 3.495959990728394029e+00 3.154200428646340537e+00 -6.830249415755271780e-01
9.588914876222854480e+06 5.245723130603068718e+00 3.495959986553890619e+00 3.154200428646380949e+00 -6.830249415756075582e-01
9.588914876222854480e+06 5.245723134667836796e+00 3.495959987570084415e+00 3.154200428646377841e+00 -6.830249415756013409e-01
9.588914876222854480e+06 5.245723147532091346e+00 3.495959990786144722e+00 3.154200428646384058e+00 -6.830249415756136644e-01
9.588914876222854480e+06 5.245723151433070441e+00 3.495959991761385055e+00 3.154200428646392940e+00 -6.830249415756320941e-01
9.588914876222854480e+06 5.245723140655272232e+00 3.495959989066939944e+00 3.154200428646384058e+00 -6.830249415756136644e-01
9.588914876222854480e+06 5.245723140959450248e+00 3.495959989142981339e+00 3.154200428646390275e+00 -6.830249415756259879e-01
9.588914876222854480e+06 5.245723128482516984e+00 3.495959986023741806e+00 3.154200428646402266e+00 -6.830249415756507458e-01
9.588914876222854480e+06 5.245723134988206304e+00 3.495959987650165690e+00 3.154200428646399601e+00 -6.830249415756446396e-01
9.588914876222854480e+06 5.245723115604334019e+00 3.495959982804193178e+00 3.154200428646408483e+00 -6.830249415756630693e-01
9.588914876222854480e+06 5.245723128537495228e+00 3.495959986037473932e+00 3.154200428646427135e+00 -6.830249415757000397e-01
9.588914876222854480e+06 5.245723142423490692e+00 3.495959989508966803e+00 3.154200428646439569e+00 -6.830249415757247977e-01
9.588914876222854480e+06 5.245723136635696449e+00 3.495959988062022905e+00 3.154200428646430243e+00 -6.830249415757062570e-01
9.588914876222854480e+06 5.245723140948421737e+00 3.495959989140196456e+00 3.154200428646445786e+00 -6.830249415757371212e-01
9.588914876222854480e+06 5.245723148784689371e+00 3.495959991099254260e+00 3.154200428646463994e+00 -6.830249415757742026e-01
9.588914876222854480e+06 5.245723141535003187e+00 3.495959989286831160e+00 3.154200428646467103e+00 -6.830249415757803089e-01
9.588914876222854480e+06 5.245723137592507967e+00 3.495959988301199584e+00 3.154200428646482646e+00 -6.830249415758110620e-01
9.588914876222854480e+06 5.245723158252263651e+00 3.495959993466125848e+00 3.154200428646507515e+00 -6.830249415758605780e-01
9.588914876222854480e+06 5.245723155011761563e+00 3.495959992656004989e+00 3.154200428646498189e+00 -6.830249415758420373e-01
9.588914876222854480e+06 5.245723131969359798e+00 3.495959986895398774e+00 3.154200428646510623e+00 -6.830249415758667952e-01
9.588914876222854480e+06 5.245723141278024748e+00 3.495959989222563458e+00 3.154200428646513732e+00 -6.830249415758729015e-01
9.588914876222854480e+06 5.245723149666206453e+00 3.495959991319609994e+00 3.154200428646510623e+00 -6.830249415758667952e-01
9.588914876222854480e+06 5.245723129856252775e+00 3.495959986367118688e+00 3.154200428646516396e+00 -6.830249415758790077e-01
9.588914876222854480e+06 5.245723144545468841e+00 3.495959990039414933e+00 3.154200428646531940e+00 -6.830249415759099829e-01
9.588914876222854480e+06 5.245723140581835864e+00 3.495959989048512906e+00 3.154200428646519505e+00 -6.830249415758852249e-01
9.588914876222854480e+06 5.245723152892923125e+00 3.495959992126287830e+00 3.154200428646513732e+00 -6.830249415758729015e-01
9.588914876222854480e+06 5.245723138900862281e+00 3.495959988628266402e+00 3.154200428646525722e+00 -6.830249415758974374e-01
9.588914876222854480e+06 5.245723146490366418e+00 3.495959990525645544e+00 3.154200428646519505e+00 -6.830249415758852249e-01
9.588914876222854480e+06 5.245723146661704916e+00 3.495959990568481945e+00 3.154200428646516396e+00 -6.830249415758790077e-01
9.588914876222854480e+06 5.245723152303097159e+00 3.495959991978839110e+00 3.154200428646498189e+00 -6.830249415758420373e-01
9.588914876222854480e+06 5.245723143495980345e+00 3.495959989777058574e+00 3.154200428646501297e+00 -6.830249415758481435e-01
9.588914876222854480e+06 5.245723140130531981e+00 3.495959988935699592e+00 3.154200428646495080e+00 -6.830249415758358200e-01
9.588914876222854480e+06 5.245723151472819090e+00 3.495959991771268260e+00 3.154200428646501297e+00 -6.830249415758481435e-01
9.588914876222854480e+06 5.245723149349228009e+00 3.495959991240367160e+00 3.154200428646507515e+00 -6.830249415758605780e-01
9.588914876222854480e+06 5.245723130741408724e+00 3.495959986588407897e+00 3.154200428646516396e+00 -6.830249415758790077e-01
9.588914876222854480e+06 5.245723127262697183e+00 3.495959985718727125e+00 3.154200428646522614e+00 -6.830249415758913312e-01
9.588914876222854480e+06 5.245723124999963183e+00 3.495959985153038740e+00 3.154200428646531940e+00 -6.830249415759099829e-01
9.588914876222854480e+06 5.245723132077675821e+00 3.495959986922468232e+00 3.154200428646528831e+00 -6.830249415759037657e-01
9.588914876222854480e+06 5.245723134140830801e+00 3.495959987438252536e+00 3.154200428646538157e+00 -6.830249415759221954e-01
9.588914876222854480e+06 5.245723125361331896e+00 3.495959985243366930e+00 3.154200428646559917e+00 -6.830249415759654941e-01
9.588914876222854480e+06 5.245723106673476188e+00 3.495959980571395231e+00 3.154200428646575460e+00 -6.830249415759963583e-01
9.588914876222854480e+06 5.245723116578675516e+00 3.495959983047693509e+00 3.154200428646578569e+00 -6.830249415760025755e-01
9.588914876222854480e+06 5.245723107557976661e+00 3.495959980792509469e+00 3.154200428646596777e+00 -6.830249415760395459e-01
9.588914876222854480e+06 5.245723087361806591e+00 3.495959975743456294e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723109432302245e+00 3.495959981261079985e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723114726049019e+00 3.495959982584516901e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723114885817218e+00 3.495959982624461837e+00 3.154200428646612320e+00 -6.830249415760702991e-01
9.588914876222854480e+06 5.245723119857959915e+00 3.495959983867494625e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723122081382250e+00 3.495959984423356648e+00 3.154200428646606102e+00 -6.830249415760580867e-01
9.588914876222854480e+06 5.245723127324440682e+00 3.495959985734124142e+00 3.154200428646599885e+00 -6.830249415760457632e-01
9.588914876222854480e+06 5.245723127280689013e+00 3.495959985723186225e+00 3.154200428646599885e+00 -6.830249415760457632e-01
9.588914876222854480e+06 5.245723133456944076e+00 3.495959987267251545e+00 3.154200428646596777e+00 -6.830249415760395459e-01
9.588914876222854480e+06 5.245723129471716817e+00 3.495959986270949393e+00 3.154200428646587451e+00 -6.830249415760208942e-01
9.588914876222854480e+06 5.245723118198245771e+00 3.495959983452581632e+00 3.154200428646587451e+00 -6.830249415760208942e-01
9.588914876222854480e+06 5.245723110998674166e+00 3.495959981652682291e+00 3.154200428646599885e+00 -6.830249415760457632e-01
9.588914876222854480e+06 5.245723105758221649e+00 3.495959980342560058e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723114575145729e+00 3.495959982546791078e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723123962375389e+00 3.495959984893598715e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723121461772998e+00 3.495959984268450782e+00 3.154200428646612320e+00 -6.830249415760702991e-01
9.588914876222854480e+06 5.245723119810976165e+00 3.495959983855742248e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723121822047474e+00 3.495959984358510297e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723135948208160e+00 3.495959987890055132e+00 3.154200428646621646e+00 -6.830249415760889509e-01
9.588914876222854480e+06 5.245723128893015286e+00 3.495959986126258467e+00 3.154200428646618537e+00 -6.830249415760827336e-01
9.588914876222854480e+06 5.245723137277699344e+00 3.495959988222434145e+00 3.154200428646609211e+00 -6.830249415760641929e-01
9.588914876222854480e+06 5.245723136405636033e+00 3.495959988004425867e+00 3.154200428646593668e+00 -6.830249415760334397e-01
9.588914876222854480e+06 5.245723138445656630e+00 3.495959988514429462e+00 3.154200428646596777e+00 -6.830249415760395459e-01
9.588914876222854480e+06 5.245723149635671767e+00 3.495959991311936577e+00 3.154200428646590559e+00 -6.830249415760271114e-01
9.588914876222854480e+06 5.245723146212945665e+00 3.495959990456253497e+00 3.154200428646593668e+00 -6.830249415760334397e-01
9.588914876222854480e+06 5.245723152984552939e+00 3.495959992149152207e+00 3.154200428646599885e+00 -6.830249415760457632e-01
9.588914876222854480e+06 5.245723151303979037e+00 3.495959991729008731e+00 3.154200428646599885e+00 -6.830249415760457632e-01
9.588914876222854480e+06 5.245723154355948381e+00 3.495959992491997959e+00 3.154200428646606102e+00 -6.830249415760580867e-01
9.588914876222854480e+06 5.245723154291926704e+00 3.495959992475989431e+00 3.154200428646612320e+00 -6.830249415760702991e-01
9.588914876222854480e+06 5.245723147841410139e+00 3.495959990863354072e+00 3.154200428646624754e+00 -6.830249415760950571e-01
9.588914876222854480e+06 5.245723151258586014e+00 3.495959991717644932e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723151698252096e+00 3.495959991827563229e+00 3.154200428646627863e+00 -6.830249415761012743e-01
9.588914876222854480e+06 5.245723143990976389e+00 3.495959989900742748e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723161659787692e+00 3.495959994317948460e+00 3.154200428646624754e+00 -6.830249415760950571e-01
9.588914876222854480e+06 5.245723187107375729e+00 3.495960000679843915e+00 3.154200428646627863e+00 -6.830249415761012743e-01
9.588914876222854480e+06 5.245723188147708882e+00 3.495960000939925649e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723202710252941e+00 3.495960004580566327e+00 3.154200428646621646e+00 -6.830249415760889509e-01
9.588914876222854480e+06 5.245723166849619368e+00 3.495959995615395499e+00 3.154200428646646071e+00 -6.830249415761383558e-01
9.588914876222854480e+06 5.245723177561105288e+00 3.495959998293265425e+00 3.154200428646649179e+00 -6.830249415761444620e-01
9.588914876222854480e+06 5.245723195104224246e+00 3.495960002679042056e+00 3.154200428646655396e+00 -6.830249415761567855e-01
9.588914876222854480e+06 5.245723174842279235e+00 3.495959997613563353e+00 3.154200428646639853e+00 -6.830249415761260323e-01
9.588914876222854480e+06 5.245723185977185565e+00 3.495960000397294820e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723174154203861e+00 3.495959997441548062e+00 3.154200428646634080e+00 -6.830249415761135978e-01
9.588914876222854480e+06 5.245723192247279343e+00 3.495960001964812047e+00 3.154200428646642962e+00 -6.830249415761321385e-01
9.588914876222854480e+06 5.245723199265402314e+00 3.495960003719349007e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723179132117053e+00 3.495959998686030801e+00 3.154200428646624754e+00 -6.830249415760950571e-01
9.588914876222854480e+06 5.245723178579416057e+00 3.495959998547859993e+00 3.154200428646615428e+00 -6.830249415760766274e-01
9.588914876222854480e+06 5.245723172162284342e+00 3.495959996943572623e+00 3.154200428646624754e+00 -6.830249415760950571e-01
9.588914876222854480e+06 5.245723172899955600e+00 3.495959997127987329e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723164866883614e+00 3.495959995119719554e+00 3.154200428646630971e+00 -6.830249415761073806e-01
9.588914876222854480e+06 5.245723165857984149e+00 3.495959995367491135e+00 3.154200428646637189e+00 -6.830249415761198151e-01
9.588914876222854480e+06 5.245723173831853714e+00 3.495959997360963634e+00 3.154200428646627863e+00 -6.830249415761012743e-01
9.588914876222854480e+06 5.245723167644143814e+00 3.495959995814033050e+00 3.154200428646634080e+00 -6.830249415761135978e-01
9.588914876222854480e+06 5.245723167498336004e+00 3.495959995777573326e+00 3.154200428646649179e+00 -6.830249415761444620e-01
9.588914876222854480e+06 5.245723163448463566e+00 3.495959994765111212e+00 3.154200428646637189e+00 -6.830249415761198151e-01
9.588914876222854480e+06 5.245723173050757637e+00 3.495959997165683397e+00 3.154200428646639853e+00 -6.830249415761260323e-01
9.588914876222854480e+06 5.245723160593377621e+00 3.495959994051333730e+00 3.154200428646649179e+00 -6.830249415761444620e-01
9.588914876222854480e+06 5.245723161635650555e+00 3.495959994311894192e+00 3.154200428646664722e+00 -6.830249415761753262e-01
9.588914876222854480e+06 5.245723150693438974e+00 3.495959991576339743e+00 3.154200428646667831e+00 -6.830249415761814324e-01
9.588914876222854480e+06 5.245723151566799025e+00 3.495959991794673538e+00 3.154200428646680265e+00 -6.830249415762060794e-01
9.588914876222854480e+06 5.245723151461104905e+00 3.495959991768250230e+00 3.154200428646680265e+00 -6.830249415762060794e-01
9.588914876222854480e+06 5.245723151953611385e+00 3.495959991891373519e+00 3.154200428646686483e+00 -6.830249415762185139e-01
9.588914876222854480e+06 5.245723142801832495e+00 3.495959989603424134e+00 3.154200428646695364e+00 -6.830249415762370546e-01
9.588914876222854480e+06 5.245723137504543665e+00 3.495959988279094155e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723138264228425e+00 3.495959988469020008e+00 3.154200428646701582e+00 -6.830249415762493781e-01
9.588914876222854480e+06 5.245723144608081867e+00 3.495959990054978928e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723148261125957e+00 3.495959990968238174e+00 3.154200428646714016e+00 -6.830249415762740250e-01
9.588914876222854480e+06 5.245723151421895381e+00 3.495959991758422980e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723151548466134e+00 3.495959991790064336e+00 3.154200428646732668e+00 -6.830249415763111065e-01
9.588914876222854480e+06 5.245723147558877031e+00 3.495959990792668393e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723144668000160e+00 3.495959990069936740e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723151188875555e+00 3.495959991700157143e+00 3.154200428646751320e+00 -6.830249415763481879e-01
9.588914876222854480e+06 5.245723153712003040e+00 3.495959992330934352e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723152881953233e+00 3.495959992123425231e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723155183116049e+00 3.495959992698718821e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723153089843827e+00 3.495959992175405429e+00 3.154200428646738885e+00 -6.830249415763234300e-01
9.588914876222854480e+06 5.245723152774678155e+00 3.495959992096612456e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723151510134130e+00 3.495959991780471565e+00 3.154200428646751320e+00 -6.830249415763481879e-01
9.588914876222854480e+06 5.245723150140635838e+00 3.495959991438092551e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723156113662355e+00 3.495959992931364724e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723164780626391e+00 3.495959995098108841e+00 3.154200428646723342e+00 -6.830249415762924547e-01
9.588914876222854480e+06 5.245723164638804725e+00 3.495959995062659420e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723164575972319e+00 3.495959995046954649e+00 3.154200428646704690e+00 -6.830249415762555953e-01
9.588914876222854480e+06 5.245723178649645213e+00 3.495959998565372651e+00 3.154200428646704690e+00 -6.830249415762555953e-01
9.588914876222854480e+06 5.245723181322603068e+00 3.495959999233615445e+00 3.154200428646698473e+00 -6.830249415762431608e-01
9.588914876222854480e+06 5.245723171235994187e+00 3.495959996711972106e+00 3.154200428646680265e+00 -6.830249415762060794e-01
9.588914876222854480e+06 5.245723161912493993e+00 3.495959994381089508e+00 3.154200428646695364e+00 -6.830249415762370546e-01
9.588914876222854480e+06 5.245723155715494634e+00 3.495959992831830565e+00 3.154200428646714016e+00 -6.830249415762740250e-01
9.588914876222854480e+06 5.245723161215078534e+00 3.495959994206721877e+00 3.154200428646723342e+00 -6.830249415762924547e-01
9.588914876222854480e+06 5.245723157046288776e+00 3.495959993164515112e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723182813149421e+00 3.495959999606234714e+00 3.154200428646732668e+00 -6.830249415763111065e-01
9.588914876222854480e+06 5.245723167024886280e+00 3.495959995659159603e+00 3.154200428646751320e+00 -6.830249415763481879e-01
9.588914876222854480e+06 5.245723168323398689e+00 3.495959995983789703e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723176445641123e+00 3.495959998014350312e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723180256722351e+00 3.495959998967118842e+00 3.154200428646751320e+00 -6.830249415763481879e-01
9.588914876222854480e+06 5.245723186536134008e+00 3.495960000536978196e+00 3.154200428646738885e+00 -6.830249415763234300e-01
9.588914876222854480e+06 5.245723179736344832e+00 3.495959998837035343e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723200905121786e+00 3.495960004129224696e+00 3.154200428646738885e+00 -6.830249415763234300e-01
9.588914876222854480e+06 5.245723176931218923e+00 3.495959998135736768e+00 3.154200428646763310e+00 -6.830249415763727239e-01
9.588914876222854480e+06 5.245723188976933571e+00 3.495960001147176310e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723162965808761e+00 3.495959994644384228e+00 3.154200428646763310e+00 -6.830249415763727239e-01
9.588914876222854480e+06 5.245723155878303068e+00 3.495959992872500255e+00 3.154200428646778853e+00 -6.830249415764036991e-01
9.588914876222854480e+06 5.245723168954464555e+00 3.495959996141537740e+00 3.154200428646785070e+00 -6.830249415764159115e-01
9.588914876222854480e+06 5.245723164786848969e+00 3.495959995099636508e+00 3.154200428646778853e+00 -6.830249415764036991e-01
9.588914876222854480e+06 5.245723170656233947e+00 3.495959996566988970e+00 3.154200428646766419e+00 -6.830249415763789411e-01
9.588914876222854480e+06 5.245723179169785588e+00 3.495959998695372217e+00 3.154200428646775745e+00 -6.830249415763974818e-01
9.588914876222854480e+06 5.245723178954441401e+00 3.495959998641537947e+00 3.154200428646772636e+00 -6.830249415763913756e-01
9.588914876222854480e+06 5.245723175371030500e+00 3.495959997745682113e+00 3.154200428646778853e+00 -6.830249415764036991e-01
9.588914876222854480e+06 5.245723171489655279e+00 3.495959996775335199e+00 3.154200428646785070e+00 -6.830249415764159115e-01
9.588914876222854480e+06 5.245723188267795045e+00 3.495960000969876358e+00 3.154200428646772636e+00 -6.830249415763913756e-01
9.588914876222854480e+06 5.245723174949826095e+00 3.495959997640391670e+00 3.154200428646757537e+00 -6.830249415763605114e-01
9.588914876222854480e+06 5.245723167377575713e+00 3.495959995747330851e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723166891841593e+00 3.495959995625896877e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723165418664458e+00 3.495959995257603037e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723191445841316e+00 3.495960001764406577e+00 3.154200428646735777e+00 -6.830249415763172127e-01
9.588914876222854480e+06 5.245723168329555541e+00 3.495959995985322699e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723187869521631e+00 3.495960000870316886e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723182891828706e+00 3.495959999625890990e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723188880125676e+00 3.495960001122974337e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723184575880715e+00 3.495960000046907101e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723188232110701e+00 3.495960000960965708e+00 3.154200428646751320e+00 -6.830249415763481879e-01
9.588914876222854480e+06 5.245723165975304525e+00 3.495959995396749065e+00 3.154200428646781962e+00 -6.830249415764098053e-01
9.588914876222854480e+06 5.245723159212167808e+00 3.495959993705958446e+00 3.154200428646794396e+00 -6.830249415764345633e-01
9.588914876222854480e+06 5.245723172396256295e+00 3.495959997001981012e+00 3.154200428646794396e+00 -6.830249415764345633e-01
9.588914876222854480e+06 5.245723171449795608e+00 3.495959996765364064e+00 3.154200428646797505e+00 -6.830249415764406695e-01
9.588914876222854480e+06 5.245723157440624895e+00 3.495959993263070054e+00 3.154200428646800614e+00 -6.830249415764468868e-01
9.588914876222854480e+06 5.245723175803298055e+00 3.495959997853739676e+00 3.154200428646797505e+00 -6.830249415764406695e-01
9.588914876222854480e+06 5.245723164744874545e+00 3.495959995089136907e+00 3.154200428646791288e+00 -6.830249415764283460e-01
9.588914876222854480e+06 5.245723179973418304e+00 3.495959998896279064e+00 3.154200428646778853e+00 -6.830249415764036991e-01
9.588914876222854480e+06 5.245723193606735890e+00 3.495960002304610015e+00 3.154200428646775745e+00 -6.830249415763974818e-01
9.588914876222854480e+06 5.245723197963140016e+00 3.495960003393710824e+00 3.154200428646775745e+00 -6.830249415763974818e-01
9.588914876222854480e+06 5.245723195887387114e+00 3.495960002874774375e+00 3.154200428646772636e+00 -6.830249415763913756e-01
9.588914876222854480e+06 5.245723197199621879e+00 3.495960003202842170e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723184175941967e+00 3.495959999946922192e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723181165704574e+00 3.495959999194369061e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723179024459171e+00 3.495959998659063928e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723170101299182e+00 3.495959996428267935e+00 3.154200428646741994e+00 -6.830249415763295362e-01
9.588914876222854480e+06 5.245723180067416003e+00 3.495959998919814016e+00 3.154200428646707799e+00 -6.830249415762617016e-01
9.588914876222854480e+06 5.245723156115862373e+00 3.495959992931923832e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723170549873693e+00 3.495959996540426662e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723158707824574e+00 3.495959993579919267e+00 3.154200428646701582e+00 -6.830249415762493781e-01
9.588914876222854480e+06 5.245723156265694520e+00 3.495959992969389862e+00 3.154200428646695364e+00 -6.830249415762370546e-01
9.588914876222854480e+06 5.245723158240192419e+00 3.495959993463018556e+00 3.154200428646686483e+00 -6.830249415762185139e-01
9.588914876222854480e+06 5.245723173380329563e+00 3.495959997248056172e+00 3.154200428646680265e+00 -6.830249415762060794e-01
9.588914876222854480e+06 5.245723176499728524e+00 3.495959998027908799e+00 3.154200428646674048e+00 -6.830249415761937559e-01
9.588914876222854480e+06 5.245723173491780855e+00 3.495959997275922326e+00 3.154200428646674048e+00 -6.830249415761937559e-01
9.588914876222854480e+06 5.245723182437235010e+00 3.495959999512292082e+00 3.154200428646661614e+00 -6.830249415761691090e-01
9.588914876222854480e+06 5.245723178952632182e+00 3.495959998641144040e+00 3.154200428646655396e+00 -6.830249415761567855e-01
9.588914876222854480e+06 5.245723161454684202e+00 3.495959994266649495e+00 3.154200428646670940e+00 -6.830249415761876497e-01
9.588914876222854480e+06 5.245723167230893935e+00 3.495959995710700596e+00 3.154200428646674048e+00 -6.830249415761937559e-01
9.588914876222854480e+06 5.245723170058093743e+00 3.495959996417500548e+00 3.154200428646674048e+00 -6.830249415761937559e-01
9.588914876222854480e+06 5.245723172935194079e+00 3.495959997136784736e+00 3.154200428646655396e+00 -6.830249415761567855e-01
9.588914876222854480e+06 5.245723169464116431e+00 3.495959996269018433e+00 3.154200428646649179e+00 -6.830249415761444620e-01
9.588914876222854480e+06 5.245723167459049208e+00 3.495959995767745188e+00 3.154200428646661614e+00 -6.830249415761691090e-01
9.588914876222854480e+06 5.245723164132638949e+00 3.495959994936144621e+00 3.154200428646658505e+00 -6.830249415761630027e-01
9.588914876222854480e+06 5.245723167096683071e+00 3.495959995677146104e+00 3.154200428646677157e+00 -6.830249415761999732e-01
9.588914876222854480e+06 5.245723166420908079e+00 3.495959995508194584e+00 3.154200428646692700e+00 -6.830249415762308374e-01
9.588914876222854480e+06 5.245723169302895172e+00 3.495959996228682254e+00 3.154200428646710908e+00 -6.830249415762678078e-01
9.588914876222854480e+06 5.245723168273597636e+00 3.495959995971349876e+00 3.154200428646726451e+00 -6.830249415762987830e-01
9.588914876222854480e+06 5.245723162155440100e+00 3.495959994441808938e+00 3.154200428646729559e+00 -6.830249415763048892e-01
9.588914876222854480e+06 5.245723160972634247e+00 3.495959994146099703e+00 3.154200428646745102e+00 -6.830249415763357534e-01
9.588914876222854480e+06 5.245723159872460961e+00 3.495959993871062821e+00 3.154200428646732668e+00 -6.830249415763111065e-01
9.588914876222854480e+06 5.245723161324139738e+00 3.495959994233980961e+00 3.154200428646735777e+00 -6.830249415763172127e-01
9.588914876222854480e+06 5.245723154252218023e+00 3.495959992465991206e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723155873297294e+00 3.495959992871261246e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723156861526348e+00 3.495959993118315179e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723156962065481e+00 3.495959993143450184e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723158241486495e+00 3.495959993463305437e+00 3.154200428646760201e+00 -6.830249415763666176e-01
9.588914876222854480e+06 5.245723159006761449e+00 3.495959993654619513e+00 3.154200428646769527e+00 -6.830249415763852694e-01
9.588914876222854480e+06 5.245723157966191152e+00 3.495959993394475163e+00 3.154200428646772636e+00 -6.830249415763913756e-01
9.588914876222854480e+06 5.245723166768365253e+00 3.495959995595028236e+00 3.154200428646754428e+00 -6.830249415763542942e-01
9.588914876222854480e+06 5.245723155651727865e+00 3.495959992815871775e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723156311322910e+00 3.495959992980770537e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723166189388387e+00 3.495959995450294677e+00 3.154200428646732668e+00 -6.830249415763111065e-01
9.588914876222854480e+06 5.245723158563390776e+00 3.495959993543792166e+00 3.154200428646738885e+00 -6.830249415763234300e-01
9.588914876222854480e+06 5.245723157401042336e+00 3.495959993253200615e+00 3.154200428646748211e+00 -6.830249415763419707e-01
9.588914876222854480e+06 5.245723164111115722e+00 3.495959994930723180e+00 3.154200428646738885e+00 -6.830249415763234300e-01
